"Sample"	"Detector"	"Cq"
"1462"	"SBS002"	"hsa-miR-204"	"23.177"
"1463"	"SBS002"	"hsa-miR-20a"	"27.797"
"1464"	"SBS002"	"hsa-miR-20b"	NA
"1465"	"SBS002"	"hsa-miR-21"	"27.484"
"1466"	"SBS002"	"hsa-miR-211"	"21.898"
"1467"	"SBS002"	"hsa-miR-212"	"31.509"
"1468"	"SBS002"	"hsa-miR-214"	NA
"1469"	"SBS002"	"hsa-miR-218"	"29.426"
"1470"	"SBS002"	"hsa-miR-222"	"28.505"
"1471"	"SBS002"	"hsa-miR-223"	"30.305"
"1472"	"SBS002"	"hsa-miR-23b"	"31.484"
"1473"	"SBS002"	"hsa-miR-24"	"25.688"
"1474"	"SBS002"	"hsa-miR-25"	"26.868"
"1475"	"SBS002"	"hsa-miR-26a"	NA
"1476"	"SBS002"	"hsa-miR-27a"	"29.713"
"1477"	"SBS002"	"hsa-miR-27b"	"27.919"
"1478"	"SBS002"	"hsa-miR-28-3p"	"28.798"
"1479"	"SBS002"	"hsa-miR-296"	"27.522"
"1480"	"SBS002"	"hsa-miR-29a"	"29.693"
"1481"	"SBS002"	"hsa-miR-29c"	"29.971"
"1482"	"SBS002"	"hsa-miR-302a"	"22.39"
"1483"	"SBS002"	"hsa-miR-302b"	"25.263"
"1484"	"SBS002"	"hsa-miR-302c"	"21.873"
"1485"	"SBS002"	"hsa-miR-30b"	"28.953"
"1486"	"SBS002"	"hsa-miR-30c"	"27.834"
"1487"	"SBS002"	"hsa-miR-320"	"26.621"
"1488"	"SBS002"	"hsa-miR-328"	"27.905"
"1489"	"SBS002"	"hsa-miR-331"	"30.743"
"1490"	"SBS002"	"hsa-miR-335"	"33.832"
"1491"	"SBS002"	"hsa-miR-340"	NA
"1492"	"SBS002"	"hsa-miR-342-3p"	"32.24"
"1493"	"SBS002"	"hsa-miR-345"	"28.301"
"1494"	"SBS002"	"hsa-miR-34a"	"15.98"
"1495"	"SBS002"	"hsa-miR-363"	"31.462"
"1496"	"SBS002"	"hsa-miR-365"	"33.17"
"1497"	"SBS002"	"hsa-miR-367"	"17.837"
"1498"	"SBS002"	"hsa-miR-372"	"26.527"
"1499"	"SBS002"	"hsa-miR-373"	"28.826"
"1500"	"SBS002"	"hsa-miR-374"	"18.717"
"1501"	"SBS002"	"hsa-miR-375"	"28.529"
"1502"	"SBS002"	"hsa-miR-376a"	"33.665"
"1503"	"SBS002"	"hsa-miR-381"	"28.055"
"1504"	"SBS002"	"hsa-miR-383"	"29.758"
"1505"	"SBS002"	"hsa-miR-410"	"19.863"
"1506"	"SBS002"	"hsa-miR-411"	"30.145"
"1507"	"SBS002"	"hsa-miR-422a"	"32.792"
"1508"	"SBS002"	"hsa-miR-429"	NA
"1509"	"SBS002"	"hsa-miR-454"	"18.292"
"1510"	"SBS002"	"hsa-miR-483-5p"	"14.558"
"1511"	"SBS002"	"hsa-miR-484"	NA
"1512"	"SBS002"	"hsa-miR-486"	NA
"1513"	"SBS002"	"hsa-miR-509-5p"	"27.766"
"1514"	"SBS002"	"hsa-miR-512-3p"	"24.895"
"1515"	"SBS002"	"hsa-miR-518d"	"26.98"
"1516"	"SBS002"	"hsa-miR-518f"	"16.921"
"1517"	"SBS002"	"hsa-miR-520b"	"30.35"
"1518"	"SBS002"	"hsa-miR-520d-5p"	"31.106"
"1519"	"SBS002"	"hsa-miR-520e"	"21.778"
"1520"	"SBS002"	"hsa-miR-520f"	"29.204"
"1521"	"SBS002"	"hsa-miR-523"	"18.605"
"1522"	"SBS002"	"hsa-miR-532"	NA
"1523"	"SBS002"	"hsa-miR-544"	"26.025"
"1524"	"SBS002"	"hsa-miR-548a"	"30.716"
"1525"	"SBS002"	"hsa-miR-548c"	"32.906"
"1526"	"SBS002"	"hsa-miR-551b"	"14.106"
"1527"	"SBS002"	"hsa-miR-574-3p"	"29.382"
"1528"	"SBS002"	"hsa-miR-590-5p"	"24.757"
"1529"	"SBS002"	"hsa-miR-597"	"28.342"
"1530"	"SBS002"	"hsa-miR-598"	"36.675"
"1531"	"SBS002"	"hsa-miR-618"	"29.273"
"1532"	"SBS002"	"hsa-miR-628-5p"	"14.463"
"1533"	"SBS002"	"hsa-miR-651"	"23.823"
"1534"	"SBS002"	"hsa-miR-652"	"22.583"
"1535"	"SBS002"	"hsa-miR-660"	"37.359"
"1536"	"SBS002"	"hsa-miR-708"	"25.467"
"1537"	"SBS002"	"hsa-miR-885-5p"	"37.041"
"1538"	"SBS002"	"hsa-miR-9"	"33.625"
"1539"	"SBS002"	"hsa-miR-92a"	"28.352"
"1540"	"SBS002"	"hsa-miR-99a"	"24.599"
"1541"	"SBS002"	"hsa-miR-99b"	"30.12"
"1542"	"SBS002"	"mmu-miR-140"	"34.383"
"1543"	"SBS002"	"mmu-miR-93"	"34.931"
"1544"	"SBS002"	"RNU48"	NA
"1545"	"SBS002"	"U6_snRNA_rt1"	"29.931"
"1546"	"SBS002"	"U6_snRNA_rt2"	"30.657"
"1547"	"SBS002"	"U6_snRNA_rt3"	"30.066"
"1548"	"SBS002"	"U6_snRNA_rt4"	"30.772"
"1549"	"SCB003"	"ath-miR159a"	"19.194"
"1550"	"SCB003"	"hsa-let-7b"	"32.698"
"1551"	"SCB003"	"hsa-let-7c"	"32.232"
"1552"	"SCB003"	"hsa-miR-100"	"30.547"
"1553"	"SCB003"	"hsa-miR-106a"	"24.752"
"1554"	"SCB003"	"hsa-miR-106b"	"33.562"
"1555"	"SCB003"	"hsa-miR-125b"	"28.081"
"1556"	"SCB003"	"hsa-miR-126"	"32.27"
"1557"	"SCB003"	"hsa-miR-127"	NA
"1558"	"SCB003"	"hsa-miR-130a"	"33.671"
"1559"	"SCB003"	"hsa-miR-130b"	NA
"1560"	"SCB003"	"hsa-miR-133a"	NA
"1561"	"SCB003"	"hsa-miR-138"	NA
"1562"	"SCB003"	"hsa-miR-142-3p"	"33.916"
"1563"	"SCB003"	"hsa-miR-143"	"31.12"
"1564"	"SCB003"	"hsa-miR-145"	"35.49"
"1565"	"SCB003"	"hsa-miR-146a"	"31.096"
"1566"	"SCB003"	"hsa-miR-147"	"37.733"
"1567"	"SCB003"	"hsa-miR-148a"	NA
"1568"	"SCB003"	"hsa-miR-150"	"30.391"
"1569"	"SCB003"	"hsa-miR-152"	NA
"1570"	"SCB003"	"hsa-miR-155"	"22.644"
"1571"	"SCB003"	"hsa-miR-15a"	NA
"1572"	"SCB003"	"hsa-miR-15b"	NA
"1573"	"SCB003"	"hsa-miR-16"	"28.434"
"1574"	"SCB003"	"hsa-miR-181a"	"34.462"
"1575"	"SCB003"	"hsa-miR-184"	"25.868"
"1576"	"SCB003"	"hsa-miR-186"	"35.537"
"1577"	"SCB003"	"hsa-miR-191"	"35.28"
"1578"	"SCB003"	"hsa-miR-192"	"33.779"
"1579"	"SCB003"	"hsa-miR-193a-5p"	"34.398"
"1580"	"SCB003"	"hsa-miR-193b"	"34.258"
"1581"	"SCB003"	"hsa-miR-194"	"18.077"
"1582"	"SCB003"	"hsa-miR-195"	"31.708"
"1583"	"SCB003"	"hsa-miR-197"	"29.183"
"1584"	"SCB003"	"hsa-miR-199a-3p"	"31.524"
"1585"	"SCB003"	"hsa-miR-19a"	"30.329"
"1586"	"SCB003"	"hsa-miR-19b"	"27.709"
"1587"	"SCB003"	"hsa-miR-200b"	NA
"1588"	"SCB003"	"hsa-miR-200c"	"37.722"
"1589"	"SCB003"	"hsa-miR-202"	"31.358"
"1590"	"SCB003"	"hsa-miR-203"	"31.507"
"1591"	"SCB003"	"hsa-miR-204"	"27.567"
"1592"	"SCB003"	"hsa-miR-20a"	"28.652"
"1593"	"SCB003"	"hsa-miR-20b"	"30.969"
"1594"	"SCB003"	"hsa-miR-21"	"28.17"
"1595"	"SCB003"	"hsa-miR-211"	"26.176"
"1596"	"SCB003"	"hsa-miR-212"	"30.444"
"1597"	"SCB003"	"hsa-miR-214"	NA
"1598"	"SCB003"	"hsa-miR-218"	"30.252"
"1599"	"SCB003"	"hsa-miR-222"	"32.904"
"1600"	"SCB003"	"hsa-miR-223"	"29.984"
"1601"	"SCB003"	"hsa-miR-23b"	NA
"1602"	"SCB003"	"hsa-miR-24"	"26.94"
"1603"	"SCB003"	"hsa-miR-25"	"34.064"
"1604"	"SCB003"	"hsa-miR-26a"	"33.887"
"1605"	"SCB003"	"hsa-miR-27a"	"31.402"
"1606"	"SCB003"	"hsa-miR-27b"	"29.504"
"1607"	"SCB003"	"hsa-miR-28-3p"	"31.178"
"1608"	"SCB003"	"hsa-miR-296"	NA
"1609"	"SCB003"	"hsa-miR-29a"	"29.658"
"1610"	"SCB003"	"hsa-miR-29c"	"31.723"
"1611"	"SCB003"	"hsa-miR-302a"	"25.97"
"1612"	"SCB003"	"hsa-miR-302b"	"26.925"
"1613"	"SCB003"	"hsa-miR-302c"	"31.29"
"1614"	"SCB003"	"hsa-miR-30b"	"37.559"
"1615"	"SCB003"	"hsa-miR-30c"	"34.352"
"1616"	"SCB003"	"hsa-miR-320"	"28.964"
"1617"	"SCB003"	"hsa-miR-328"	"30.281"
"1618"	"SCB003"	"hsa-miR-331"	"32.33"
"1619"	"SCB003"	"hsa-miR-335"	"32.036"
"1620"	"SCB003"	"hsa-miR-340"	NA
"1621"	"SCB003"	"hsa-miR-342-3p"	NA
"1622"	"SCB003"	"hsa-miR-345"	"32.612"
"1623"	"SCB003"	"hsa-miR-34a"	"20.785"
"1624"	"SCB003"	"hsa-miR-363"	"30.754"
"1625"	"SCB003"	"hsa-miR-365"	"34.171"
"1626"	"SCB003"	"hsa-miR-367"	"24.929"
"1627"	"SCB003"	"hsa-miR-372"	"34.791"
"1628"	"SCB003"	"hsa-miR-373"	"33.462"
"1629"	"SCB003"	"hsa-miR-374"	"25.567"
"1630"	"SCB003"	"hsa-miR-375"	"36.691"
"1631"	"SCB003"	"hsa-miR-376a"	"31.867"
"1632"	"SCB003"	"hsa-miR-381"	"30.584"
"1633"	"SCB003"	"hsa-miR-383"	"34.24"
"1634"	"SCB003"	"hsa-miR-410"	NA
"1635"	"SCB003"	"hsa-miR-411"	NA
"1636"	"SCB003"	"hsa-miR-422a"	NA
"1637"	"SCB003"	"hsa-miR-429"	"34.449"
"1638"	"SCB003"	"hsa-miR-454"	"23.703"
"1639"	"SCB003"	"hsa-miR-483-5p"	"21.433"
"1640"	"SCB003"	"hsa-miR-484"	"29.798"
"1641"	"SCB003"	"hsa-miR-486"	NA
"1642"	"SCB003"	"hsa-miR-509-5p"	"26.405"
"1643"	"SCB003"	"hsa-miR-512-3p"	"26.631"
"1644"	"SCB003"	"hsa-miR-518d"	"32.307"
"1645"	"SCB003"	"hsa-miR-518f"	"19.404"
"1646"	"SCB003"	"hsa-miR-520b"	"30.796"
"1647"	"SCB003"	"hsa-miR-520d-5p"	"31.924"
"1648"	"SCB003"	"hsa-miR-520e"	"28.99"
"1649"	"SCB003"	"hsa-miR-520f"	NA
"1650"	"SCB003"	"hsa-miR-523"	"24.277"
"1651"	"SCB003"	"hsa-miR-532"	NA
"1652"	"SCB003"	"hsa-miR-544"	NA
"1653"	"SCB003"	"hsa-miR-548a"	"31.538"
"1654"	"SCB003"	"hsa-miR-548c"	"33.229"
"1655"	"SCB003"	"hsa-miR-551b"	"20.606"
"1656"	"SCB003"	"hsa-miR-574-3p"	"30.392"
"1657"	"SCB003"	"hsa-miR-590-5p"	"31.01"
"1658"	"SCB003"	"hsa-miR-597"	"29.67"
"1659"	"SCB003"	"hsa-miR-598"	"36.114"
"1660"	"SCB003"	"hsa-miR-618"	"18.181"
"1661"	"SCB003"	"hsa-miR-628-5p"	"22.495"
"1662"	"SCB003"	"hsa-miR-651"	"34.744"
"1663"	"SCB003"	"hsa-miR-652"	"25.56"
"1664"	"SCB003"	"hsa-miR-660"	NA
"1665"	"SCB003"	"hsa-miR-708"	"32.951"
"1666"	"SCB003"	"hsa-miR-885-5p"	"34.148"
"1667"	"SCB003"	"hsa-miR-9"	NA
"1668"	"SCB003"	"hsa-miR-92a"	"31.306"
"1669"	"SCB003"	"hsa-miR-99a"	"29.706"
"1670"	"SCB003"	"hsa-miR-99b"	NA
"1671"	"SCB003"	"mmu-miR-140"	"32.317"
"1672"	"SCB003"	"mmu-miR-93"	NA
"1673"	"SCB003"	"RNU48"	"29.971"
"1674"	"SCB003"	"U6_snRNA_rt1"	"28.152"
"1675"	"SCB003"	"U6_snRNA_rt2"	"28.013"
"1676"	"SCB003"	"U6_snRNA_rt3"	"28.156"
"1677"	"SCB003"	"U6_snRNA_rt4"	"28.275"
"1678"	"SNG010"	"ath-miR159a"	"38.549"
"1679"	"SNG010"	"hsa-let-7b"	"30.046"
"1680"	"SNG010"	"hsa-let-7c"	"30.265"
"1681"	"SNG010"	"hsa-miR-100"	"26.828"
"1682"	"SNG010"	"hsa-miR-106a"	"20.845"
"1683"	"SNG010"	"hsa-miR-106b"	"28.357"
"1684"	"SNG010"	"hsa-miR-125b"	"25.973"
"1685"	"SNG010"	"hsa-miR-126"	NA
"1686"	"SNG010"	"hsa-miR-127"	"30.66"
"1687"	"SNG010"	"hsa-miR-130a"	"29.419"
"1688"	"SNG010"	"hsa-miR-130b"	"31.461"
"1689"	"SNG010"	"hsa-miR-133a"	"29.198"
"1690"	"SNG010"	"hsa-miR-138"	"33.441"
"1691"	"SNG010"	"hsa-miR-142-3p"	NA
"1692"	"SNG010"	"hsa-miR-143"	"26.522"
"1693"	"SNG010"	"hsa-miR-145"	"32.806"
"1694"	"SNG010"	"hsa-miR-146a"	"28.446"
"1695"	"SNG010"	"hsa-miR-147"	"28.48"
"1696"	"SNG010"	"hsa-miR-148a"	"30.268"
"1697"	"SNG010"	"hsa-miR-150"	"27.677"
"1698"	"SNG010"	"hsa-miR-152"	"29.508"
"1699"	"SNG010"	"hsa-miR-155"	"15.355"
"1700"	"SNG010"	"hsa-miR-15a"	"28.202"
"1701"	"SNG010"	"hsa-miR-15b"	"30.484"
"1702"	"SNG010"	"hsa-miR-16"	"31.381"
"1703"	"SNG010"	"hsa-miR-181a"	"33.007"
"1704"	"SNG010"	"hsa-miR-184"	"22.922"
"1705"	"SNG010"	"hsa-miR-186"	"28.763"
"1706"	"SNG010"	"hsa-miR-191"	"25.756"
"1707"	"SNG010"	"hsa-miR-192"	"28.04"
"1708"	"SNG010"	"hsa-miR-193a-5p"	"35.16"
"1709"	"SNG010"	"hsa-miR-193b"	"30.792"
"1710"	"SNG010"	"hsa-miR-194"	"14.411"
"1711"	"SNG010"	"hsa-miR-195"	"27.654"
"1712"	"SNG010"	"hsa-miR-197"	"28.318"
"1713"	"SNG010"	"hsa-miR-199a-3p"	"31.059"
"1714"	"SNG010"	"hsa-miR-19a"	"34.38"
"1715"	"SNG010"	"hsa-miR-19b"	"26.443"
"1716"	"SNG010"	"hsa-miR-200b"	"33.532"
"1717"	"SNG010"	"hsa-miR-200c"	"30.298"
"1718"	"SNG010"	"hsa-miR-202"	"30.315"
"1719"	"SNG010"	"hsa-miR-203"	"27.643"
"1720"	"SNG010"	"hsa-miR-204"	"23.288"
"1721"	"SNG010"	"hsa-miR-20a"	"26.572"
"1722"	"SNG010"	"hsa-miR-20b"	NA
"1723"	"SNG010"	"hsa-miR-21"	"27.721"
"1724"	"SNG010"	"hsa-miR-211"	"23.084"
"1725"	"SNG010"	"hsa-miR-212"	"27.906"
"1726"	"SNG010"	"hsa-miR-214"	NA
"1727"	"SNG010"	"hsa-miR-218"	"28.988"
"1728"	"SNG010"	"hsa-miR-222"	"27.663"
"1729"	"SNG010"	"hsa-miR-223"	"27.134"
"1730"	"SNG010"	"hsa-miR-23b"	"35.181"
"1731"	"SNG010"	"hsa-miR-24"	"25.836"
"1732"	"SNG010"	"hsa-miR-25"	"26.204"
"1733"	"SNG010"	"hsa-miR-26a"	"32.008"
"1734"	"SNG010"	"hsa-miR-27a"	"32.036"
"1735"	"SNG010"	"hsa-miR-27b"	"27.319"
"1736"	"SNG010"	"hsa-miR-28-3p"	"29.641"
"1737"	"SNG010"	"hsa-miR-296"	"34.781"
"1738"	"SNG010"	"hsa-miR-29a"	"29.547"
"1739"	"SNG010"	"hsa-miR-29c"	"30.568"
"1740"	"SNG010"	"hsa-miR-302a"	"19.704"
"1741"	"SNG010"	"hsa-miR-302b"	"20.243"
"1742"	"SNG010"	"hsa-miR-302c"	"23.745"
"1743"	"SNG010"	"hsa-miR-30b"	"27.148"
"1744"	"SNG010"	"hsa-miR-30c"	"28.61"
"1745"	"SNG010"	"hsa-miR-320"	"26.207"
"1746"	"SNG010"	"hsa-miR-328"	"27.019"
"1747"	"SNG010"	"hsa-miR-331"	"34.017"
"1748"	"SNG010"	"hsa-miR-335"	"30.748"
"1749"	"SNG010"	"hsa-miR-340"	NA
"1750"	"SNG010"	"hsa-miR-342-3p"	"31.246"
"1751"	"SNG010"	"hsa-miR-345"	"31.149"
"1752"	"SNG010"	"hsa-miR-34a"	"14.933"
"1753"	"SNG010"	"hsa-miR-363"	"28.976"
"1754"	"SNG010"	"hsa-miR-365"	"33.489"
"1755"	"SNG010"	"hsa-miR-367"	"18.008"
"1756"	"SNG010"	"hsa-miR-372"	"27.192"
"1757"	"SNG010"	"hsa-miR-373"	"29.104"
"1758"	"SNG010"	"hsa-miR-374"	"19.925"
"1759"	"SNG010"	"hsa-miR-375"	"30.862"
"1760"	"SNG010"	"hsa-miR-376a"	"33.353"
"1761"	"SNG010"	"hsa-miR-381"	"28.517"
"1762"	"SNG010"	"hsa-miR-383"	"28.407"
"1763"	"SNG010"	"hsa-miR-410"	"21.279"
"1764"	"SNG010"	"hsa-miR-411"	"32.462"
"1765"	"SNG010"	"hsa-miR-422a"	"33.107"
"1766"	"SNG010"	"hsa-miR-429"	"33.882"
"1767"	"SNG010"	"hsa-miR-454"	"18.894"
"1768"	"SNG010"	"hsa-miR-483-5p"	"15.828"
"1769"	"SNG010"	"hsa-miR-484"	"28.549"
"1770"	"SNG010"	"hsa-miR-486"	"22.882"
"1771"	"SNG010"	"hsa-miR-509-5p"	"24.998"
"1772"	"SNG010"	"hsa-miR-512-3p"	NA
"1773"	"SNG010"	"hsa-miR-518d"	"30.361"
"1774"	"SNG010"	"hsa-miR-518f"	"15.287"
"1775"	"SNG010"	"hsa-miR-520b"	"29.19"
"1776"	"SNG010"	"hsa-miR-520d-5p"	"31.321"
"1777"	"SNG010"	"hsa-miR-520e"	"22.487"
"1778"	"SNG010"	"hsa-miR-520f"	"28.27"
"1779"	"SNG010"	"hsa-miR-523"	"17.375"
"1780"	"SNG010"	"hsa-miR-532"	"35.13"
"1781"	"SNG010"	"hsa-miR-544"	"26.576"
"1782"	"SNG010"	"hsa-miR-548a"	"29.968"
"1783"	"SNG010"	"hsa-miR-548c"	"31.287"
"1784"	"SNG010"	"hsa-miR-551b"	"15.039"
"1785"	"SNG010"	"hsa-miR-574-3p"	"29.729"
"1786"	"SNG010"	"hsa-miR-590-5p"	"23.726"
"1787"	"SNG010"	"hsa-miR-597"	"27.655"
"1788"	"SNG010"	"hsa-miR-598"	"34.321"
"1789"	"SNG010"	"hsa-miR-618"	"14.351"
"1790"	"SNG010"	"hsa-miR-628-5p"	"14.288"
"1791"	"SNG010"	"hsa-miR-651"	"26.865"
"1792"	"SNG010"	"hsa-miR-652"	"18.869"
"1793"	"SNG010"	"hsa-miR-660"	"32.201"
"1794"	"SNG010"	"hsa-miR-708"	"25.721"
"1795"	"SNG010"	"hsa-miR-885-5p"	"34.422"
"1796"	"SNG010"	"hsa-miR-9"	"30.204"
"1797"	"SNG010"	"hsa-miR-92a"	"28.216"
"1798"	"SNG010"	"hsa-miR-99a"	"25.998"
"1799"	"SNG010"	"hsa-miR-99b"	"24.485"
"1800"	"SNG010"	"mmu-miR-140"	"32.968"
"1801"	"SNG010"	"mmu-miR-93"	"31.61"
"1802"	"SNG010"	"RNU48"	NA
"1803"	"SNG010"	"U6_snRNA_rt1"	"28.024"
"1804"	"SNG010"	"U6_snRNA_rt2"	"28.012"
"1805"	"SNG010"	"U6_snRNA_rt3"	"27.791"
"1806"	"SNG010"	"U6_snRNA_rt4"	"27.987"
"1807"	"SWA009"	"ath-miR159a"	"16.456"
"1808"	"SWA009"	"hsa-let-7b"	"26.661"
"1809"	"SWA009"	"hsa-let-7c"	"28.443"
"1810"	"SWA009"	"hsa-miR-100"	"24.588"
"1811"	"SWA009"	"hsa-miR-106a"	"18.87"
"1812"	"SWA009"	"hsa-miR-106b"	"27.849"
"1813"	"SWA009"	"hsa-miR-125b"	"23.953"
"1814"	"SWA009"	"hsa-miR-126"	"28.242"
"1815"	"SWA009"	"hsa-miR-127"	"31.166"
"1816"	"SWA009"	"hsa-miR-130a"	"27.106"
"1817"	"SWA009"	"hsa-miR-130b"	"30.502"
"1818"	"SWA009"	"hsa-miR-133a"	"30.219"
"1819"	"SWA009"	"hsa-miR-138"	"33.476"
"1820"	"SWA009"	"hsa-miR-142-3p"	NA
"1821"	"SWA009"	"hsa-miR-143"	"29.107"
"1822"	"SWA009"	"hsa-miR-145"	"30.121"
"1823"	"SWA009"	"hsa-miR-146a"	"27.968"
"1824"	"SWA009"	"hsa-miR-147"	"29.056"
"1825"	"SWA009"	"hsa-miR-148a"	"22.711"
"1826"	"SWA009"	"hsa-miR-150"	"26.464"
"1827"	"SWA009"	"hsa-miR-152"	"27.259"
"1828"	"SWA009"	"hsa-miR-155"	"15.459"
"1829"	"SWA009"	"hsa-miR-15a"	"27.924"
"1830"	"SWA009"	"hsa-miR-15b"	"28.985"
"1831"	"SWA009"	"hsa-miR-16"	"26.343"
"1832"	"SWA009"	"hsa-miR-181a"	"27.287"
"1833"	"SWA009"	"hsa-miR-184"	"19.912"
"1834"	"SWA009"	"hsa-miR-186"	"29.373"
"1835"	"SWA009"	"hsa-miR-191"	"26.342"
"1836"	"SWA009"	"hsa-miR-192"	"28.259"
"1837"	"SWA009"	"hsa-miR-193a-5p"	"29.958"
"1838"	"SWA009"	"hsa-miR-193b"	"24.515"
"1839"	"SWA009"	"hsa-miR-194"	"14.666"
"1840"	"SWA009"	"hsa-miR-195"	"25.143"
"1841"	"SWA009"	"hsa-miR-197"	"27.635"
"1842"	"SWA009"	"hsa-miR-199a-3p"	"29.871"
"1843"	"SWA009"	"hsa-miR-19a"	"28.15"
"1844"	"SWA009"	"hsa-miR-19b"	"24.117"
"1845"	"SWA009"	"hsa-miR-200b"	"25.938"
"1846"	"SWA009"	"hsa-miR-200c"	"24.565"
"1847"	"SWA009"	"hsa-miR-202"	"34.086"
"1848"	"SWA009"	"hsa-miR-203"	"24.765"
"1849"	"SWA009"	"hsa-miR-204"	"21.982"
"1850"	"SWA009"	"hsa-miR-20a"	"25.74"
"1851"	"SWA009"	"hsa-miR-20b"	"31.234"
"1852"	"SWA009"	"hsa-miR-21"	"24.401"
"1853"	"SWA009"	"hsa-miR-211"	"23.397"
"1854"	"SWA009"	"hsa-miR-212"	"30.706"
"1855"	"SWA009"	"hsa-miR-214"	"29.575"
"1856"	"SWA009"	"hsa-miR-218"	"28.968"
"1857"	"SWA009"	"hsa-miR-222"	"25.658"
"1858"	"SWA009"	"hsa-miR-223"	"26.659"
"1859"	"SWA009"	"hsa-miR-23b"	"29.134"
"1860"	"SWA009"	"hsa-miR-24"	"22.821"
"1861"	"SWA009"	"hsa-miR-25"	"25.317"
"1862"	"SWA009"	"hsa-miR-26a"	"28.626"
"1863"	"SWA009"	"hsa-miR-27a"	"27.982"
"1864"	"SWA009"	"hsa-miR-27b"	"27.266"
"1865"	"SWA009"	"hsa-miR-28-3p"	"27.285"
"1866"	"SWA009"	"hsa-miR-296"	"27.147"
"1867"	"SWA009"	"hsa-miR-29a"	"27.016"
"1868"	"SWA009"	"hsa-miR-29c"	"28.356"
"1869"	"SWA009"	"hsa-miR-302a"	"18.903"
"1870"	"SWA009"	"hsa-miR-302b"	"20.104"
"1871"	"SWA009"	"hsa-miR-302c"	"22.775"
"1872"	"SWA009"	"hsa-miR-30b"	"26.346"
"1873"	"SWA009"	"hsa-miR-30c"	"26.177"
"1874"	"SWA009"	"hsa-miR-320"	"23.269"
"1875"	"SWA009"	"hsa-miR-328"	"25.274"
"1876"	"SWA009"	"hsa-miR-331"	"29.006"
"1877"	"SWA009"	"hsa-miR-335"	"30.68"
"1878"	"SWA009"	"hsa-miR-340"	"33.564"
"1879"	"SWA009"	"hsa-miR-342-3p"	"28.616"
"1880"	"SWA009"	"hsa-miR-345"	"28.995"
"1881"	"SWA009"	"hsa-miR-34a"	"15.004"
"1882"	"SWA009"	"hsa-miR-363"	"29.445"
"1883"	"SWA009"	"hsa-miR-365"	"29.243"
"1884"	"SWA009"	"hsa-miR-367"	"16.326"
"1885"	"SWA009"	"hsa-miR-372"	"25.834"
"1886"	"SWA009"	"hsa-miR-373"	"28.486"
"1887"	"SWA009"	"hsa-miR-374"	"19.723"
"1888"	"SWA009"	"hsa-miR-375"	"26.782"
"1889"	"SWA009"	"hsa-miR-376a"	"30.772"
"1890"	"SWA009"	"hsa-miR-381"	"27.623"
"1891"	"SWA009"	"hsa-miR-383"	"29.24"
"1892"	"SWA009"	"hsa-miR-410"	"20.649"
"1893"	"SWA009"	"hsa-miR-411"	"32.943"
"1894"	"SWA009"	"hsa-miR-422a"	"30.382"
"1895"	"SWA009"	"hsa-miR-429"	"29.743"
"1896"	"SWA009"	"hsa-miR-454"	"16.695"
"1897"	"SWA009"	"hsa-miR-483-5p"	"16.559"
"1898"	"SWA009"	"hsa-miR-484"	"27.601"
"1899"	"SWA009"	"hsa-miR-486"	"30.021"
"1900"	"SWA009"	"hsa-miR-509-5p"	"24.252"
"1901"	"SWA009"	"hsa-miR-512-3p"	"24.653"
"1902"	"SWA009"	"hsa-miR-518d"	"26.319"
"1903"	"SWA009"	"hsa-miR-518f"	"14.316"
"1904"	"SWA009"	"hsa-miR-520b"	"31.856"
"1905"	"SWA009"	"hsa-miR-520d-5p"	"31.836"
"1906"	"SWA009"	"hsa-miR-520e"	"22.597"
"1907"	"SWA009"	"hsa-miR-520f"	"28.91"
"1908"	"SWA009"	"hsa-miR-523"	"16.683"
"1909"	"SWA009"	"hsa-miR-532"	"29.774"
"1910"	"SWA009"	"hsa-miR-544"	"25.779"
"1911"	"SWA009"	"hsa-miR-548a"	"29.662"
"1912"	"SWA009"	"hsa-miR-548c"	"31.279"
"1913"	"SWA009"	"hsa-miR-551b"	"15.383"
"1914"	"SWA009"	"hsa-miR-574-3p"	"26.727"
"1915"	"SWA009"	"hsa-miR-590-5p"	"23.415"
"1916"	"SWA009"	"hsa-miR-597"	"28.979"
"1917"	"SWA009"	"hsa-miR-598"	"35.936"
"1918"	"SWA009"	"hsa-miR-618"	"13.856"
"1919"	"SWA009"	"hsa-miR-628-5p"	"15.231"
"1920"	"SWA009"	"hsa-miR-651"	"25.375"
"1921"	"SWA009"	"hsa-miR-652"	"20.576"
"1922"	"SWA009"	"hsa-miR-660"	"34.234"
"1923"	"SWA009"	"hsa-miR-708"	"24.668"
"1924"	"SWA009"	"hsa-miR-885-5p"	"28.972"
"1925"	"SWA009"	"hsa-miR-9"	"26.54"
"1926"	"SWA009"	"hsa-miR-92a"	"26.43"
"1927"	"SWA009"	"hsa-miR-99a"	"23.904"
"1928"	"SWA009"	"hsa-miR-99b"	"24.174"
"1929"	"SWA009"	"mmu-miR-140"	"31.354"
"1930"	"SWA009"	"mmu-miR-93"	"27.67"
"1931"	"SWA009"	"RNU48"	"29.418"
"1932"	"SWA009"	"U6_snRNA_rt1"	"25.058"
"1933"	"SWA009"	"U6_snRNA_rt2"	"25.332"
"1934"	"SWA009"	"U6_snRNA_rt3"	"24.9"
"1935"	"SWA009"	"U6_snRNA_rt4"	"25.121"
